Date,Total_Dep,State,,,,,,,,,,
Mar-74,,New South Wales,,,,,,,,,,
Jun-74,,New South Wales,,,,,,,,,,
Sep-74,,New South Wales,,,,,,,,,,
Dec-74,,New South Wales,,,,,,,,,,
Mar-75,,New South Wales,,,,,,,,,,
Jun-75,,New South Wales,,,,,,,,,,
Sep-75,,New South Wales,,,,,,,,,,
Dec-75,,New South Wales,,,,,,,,,,
Mar-76,,New South Wales,,,,,,,,,,
Jun-76,,New South Wales,,,,,,,,,,
Sep-76,,New South Wales,,,,,,,,,,
Dec-76,,New South Wales,,,,,,,,,,
Mar-77,,New South Wales,,,,,,,,,,
Jun-77,,New South Wales,,,,,,,,,,
Sep-77,,New South Wales,,,,,,,,,,
Dec-77,,New South Wales,,,,,,,,,,
Mar-78,,New South Wales,,,,,,,,,,
Jun-78,,New South Wales,,,,,,,,,,
Sep-78,,New South Wales,,,,,,,,,,
Dec-78,,New South Wales,,,,,,,,,,
Mar-79,,New South Wales,,,,,,,,,,
Jun-79,,New South Wales,,,,,,,,,,
Sep-79,,New South Wales,,,,,,,,,,
Dec-79,,New South Wales,,,,,,,,,,
Mar-80,,New South Wales,,,,,,,,,,
Jun-80,,New South Wales,,,,,,,,,,
Sep-80,,New South Wales,,,,,,,,,,
Dec-80,,New South Wales,,,,,,,,,,
Mar-81,,New South Wales,,,,,,,,,,
Jun-81,,New South Wales,,,,,,,,,,
Sep-81,,New South Wales,,,,,,,,,,
Dec-81,,New South Wales,,,,,,,,,,
Mar-82,,New South Wales,,,,,,,,,,
Jun-82,,New South Wales,,,,,,,,,,
Sep-82,,New South Wales,,,,,,,,,,
Dec-82,,New South Wales,,,,,,,,,,
Mar-83,,New South Wales,,,,,,,,,,
Jun-83,,New South Wales,,,,,,,,,,
Sep-83,,New South Wales,,,,,,,,,,
Dec-83,,New South Wales,,,,,,,,,,
Mar-84,,New South Wales,,,,,,,,,,
Jun-84,,New South Wales,,,,,,,,,,
Sep-84,,New South Wales,,,,,,,,,,
Dec-84,,New South Wales,,,,,,,,,,
Mar-85,,New South Wales,,,,,,,,,,
Jun-85,,New South Wales,,,,,,,,,,
Sep-85,,New South Wales,,,,,,,,,,
Dec-85,,New South Wales,,,,,,,,,,
Mar-86,,New South Wales,,,,,,,,,,
Jun-86,,New South Wales,,,,,,,,,,
Sep-86,,New South Wales,,,,,,,,,,
Dec-86,,New South Wales,,,,,,,,,,
Mar-87,,New South Wales,,,,,,,,,,
Jun-87,,New South Wales,,,,,,,,,,
Sep-87,,New South Wales,,,,,,,,,,
Dec-87,,New South Wales,,,,,,,,,,
Mar-88,,New South Wales,,,,,,,,,,
Jun-88,,New South Wales,,,,,,,,,,
Sep-88,12.1,New South Wales,,,,,,,,,,
Dec-88,15.7,New South Wales,,,,,,,,,,
Mar-89,11,New South Wales,,,,,,,,,,
Jun-89,11.8,New South Wales,,,,,,,,,,
Sep-89,11.3,New South Wales,,,,,,,,,,
Dec-89,13.2,New South Wales,,,,,,,,,,
Mar-90,14.2,New South Wales,,,,,,,,,,
Jun-90,16.4,New South Wales,,,,,,,,,,
Sep-90,12.3,New South Wales,,,,,,,,,,
Dec-90,18,New South Wales,,,,,,,,,,
Mar-91,14.2,New South Wales,,,,,,,,,,
Jun-91,16,New South Wales,,,,,,,,,,
Sep-91,14.1,New South Wales,,,,,,,,,,
Dec-91,17.8,New South Wales,,,,,,,,,,
Mar-92,15.5,New South Wales,,,,,,,,,,
Jun-92,15.9,New South Wales,,,,,,,,,,
Sep-92,15.4,New South Wales,,,,,,,,,,
Dec-92,20.3,New South Wales,,,,,,,,,,
Mar-93,9.1,New South Wales,,,,,,,,,,
Jun-93,16.1,New South Wales,,,,,,,,,,
Sep-93,14.4,New South Wales,,,,,,,,,,
Dec-93,18.4,New South Wales,,,,,,,,,,
Mar-94,15.8,New South Wales,,,,,,,,,,
Jun-94,25,New South Wales,,,,,,,,,,
Sep-94,18.4,New South Wales,,,,,,,,,,
Dec-94,18.3,New South Wales,,,,,,,,,,
Mar-95,19.7,New South Wales,,,,,,,,,,
Jun-95,22.7,New South Wales,,,,,,,,,,
Sep-95,20.5,New South Wales,,,,,,,,,,
Dec-95,17.7,New South Wales,,,,,,,,,,
Mar-96,19.2,New South Wales,,,,,,,,,,
Jun-96,23,New South Wales,,,,,,,,,,
Sep-96,21.1,New South Wales,,,,,,,,,,
Dec-96,20.6,New South Wales,,,,,,,,,,
Mar-97,22,New South Wales,,,,,,,,,,
Jun-97,30.4,New South Wales,,,,,,,,,,
Sep-97,23.3,New South Wales,,,,,,,,,,
Dec-97,26.1,New South Wales,,,,,,,,,,
Mar-98,20.8,New South Wales,,,,,,,,,,
Jun-98,18,New South Wales,,,,,,,,,,
Sep-98,14.2,New South Wales,,,,,,,,,,
Dec-98,18.4,New South Wales,,,,,,,,,,
Mar-99,15.6,New South Wales,,,,,,,,,,
Jun-99,17.4,New South Wales,,,,,,,,,,
Sep-99,14.6,New South Wales,,,,,,,,,,
Dec-99,14.8,New South Wales,,,,,,,,,,
Mar-00,12.1,New South Wales,,,,,,,,,,
Jun-00,14.6,New South Wales,,,,,,,,,,
Sep-00,13.6,New South Wales,,,,,,,,,,
Dec-00,15.8,New South Wales,,,,,,,,,,
Mar-01,12.7,New South Wales,,,,,,,,,,
Jun-01,15.1,New South Wales,,,,,,,,,,
Sep-01,12.5,New South Wales,,,,,,,,,,
Dec-01,12.6,New South Wales,,,,,,,,,,
Mar-02,10.5,New South Wales,,,,,,,,,,
Jun-02,12.6,New South Wales,,,,,,,,,,
Sep-02,15.4,New South Wales,,,,,,,,,,
Dec-02,13.7,New South Wales,,,,,,,,,,
Mar-03,13.2,New South Wales,,,,,,,,,,
Jun-03,16.5,New South Wales,,,,,,,,,,
Sep-03,10.4,New South Wales,,,,,,,,,,
Dec-03,14.8,New South Wales,,,,,,,,,,
Mar-04,10.6,New South Wales,,,,,,,,,,
Jun-04,14.7,New South Wales,,,,,,,,,,
Sep-04,17.2,New South Wales,,,,,,,,,,
Dec-04,17.2,New South Wales,,,,,,,,,,
Mar-05,18,New South Wales,,,,,,,,,,
Jun-05,21.2,New South Wales,,,,,,,,,,
Sep-05,22.7,New South Wales,,,,,,,,,,
Dec-05,29.4,New South Wales,,,,,,,,,,
Mar-06,29.8,New South Wales,,,,,,,,,,
Jun-06,32.2,New South Wales,,,,,,,,,,
Sep-06,35.3,New South Wales,,,,,,,,,,
Dec-06,43,New South Wales,,,,,,,,,,
Mar-07,32.3,New South Wales,,,,,,,,,,
Jun-07,33.5,New South Wales,,,,,,,,,,
Sep-07,38,New South Wales,,,,,,,,,,
Dec-07,48.3,New South Wales,,,,,,,,,,
Mar-08,52.3,New South Wales,,,,,,,,,,
Jun-08,51.3,New South Wales,,,,,,,,,,
Sep-08,49.2,New South Wales,,,,,,,,,,
Dec-08,49.6,New South Wales,,,,,,,,,,
Mar-09,40.2,New South Wales,,,,,,,,,,
Jun-09,36.3,New South Wales,,,,,,,,,,
Sep-09,38.7,New South Wales,,,,,,,,,,
Dec-09,28.4,New South Wales,,,,,,,,,,
Mar-10,32.6,New South Wales,,,,,,,,,,
Jun-10,30.7,New South Wales,,,,,,,,,,
Sep-10,31.5,New South Wales,,,,,,,,,,
Dec-10,36.9,New South Wales,,,,,,,,,,
Mar-11,39,New South Wales,,,,,,,,,,
Jun-11,45.8,New South Wales,,,,,,,,,,
Sep-11,63.6,New South Wales,,,,,,,,,,
Dec-11,63.4,New South Wales,,,,,,,,,,
Mar-12,58.8,New South Wales,,,,,,,,,,
Jun-12,56.4,New South Wales,,,,,,,,,,
Sep-12,49.2,New South Wales,,,,,,,,,,
Dec-12,45.4,New South Wales,,,,,,,,,,
Mar-13,44.7,New South Wales,,,,,,,,,,
Jun-13,48,New South Wales,,,,,,,,,,
Sep-13,35.9,New South Wales,,,,,,,,,,
Dec-13,34.4,New South Wales,,,,,,,,,,
Mar-14,40.7,New South Wales,,,,,,,,,,
Jun-14,27.9,New South Wales,,,,,,,,,,
Sep-14,34.6,New South Wales,,,,,,,,,,
Dec-14,32.4,New South Wales,,,,,,,,,,
Mar-15,29.7,New South Wales,,,,,,,,,,
Jun-15,25.4,New South Wales,,,,,,,,,,
Sep-15,29.4,New South Wales,,,,,,,,,,
Dec-15,34.3,New South Wales,,,,,,,,,,
Mar-16,28.7,New South Wales,,,,,,,,,,
Jun-16,31.1,New South Wales,,,,,,,,,,
Sep-16,31.9,New South Wales,,,,,,,,,,
Dec-16,30.7,New South Wales,,,,,,,,,,
Mar-17,36.7,New South Wales,,,,,,,,,,
Jun-17,45.3,New South Wales,,,,,,,,,,
Sep-17,42.1,New South Wales,,,,,,,,,,
Dec-17,57.6,New South Wales,,,,,,,,,,
Mar-18,61,New South Wales,,,,,,,,,,
Jun-18,68.5,New South Wales,,,,,,,,,,
Sep-18,56.7,New South Wales,,,,,,,,,,
Dec-18,61.2,New South Wales,,,,,,,,,,
Mar-19,61.8,New South Wales,,,,,,,,,,
Jun-19,72.6,New South Wales,,,,,,,,,,
Sep-19,72.5,New South Wales,,,,,,,,,,
Dec-19,89.5,New South Wales,,,,,,,,,,
Mar-20,77.2,New South Wales,,,,,,,,,,
Jun-20,80,New South Wales,,,,,,,,,,
Sep-20,62.9,New South Wales,,,,,,,,,,
Dec-20,68.3,New South Wales,,,,,,,,,,
Mar-21,65.7,New South Wales,,,,,,,,,,
Jun-21,84.4,New South Wales,,,,,,,,,,
Mar-74,,Victoria,,,,,,,,,,
Jun-74,,Victoria,,,,,,,,,,
Sep-74,,Victoria,,,,,,,,,,
Dec-74,,Victoria,,,,,,,,,,
Mar-75,,Victoria,,,,,,,,,,
Jun-75,,Victoria,,,,,,,,,,
Sep-75,,Victoria,,,,,,,,,,
Dec-75,,Victoria,,,,,,,,,,
Mar-76,,Victoria,,,,,,,,,,
Jun-76,,Victoria,,,,,,,,,,
Sep-76,,Victoria,,,,,,,,,,
Dec-76,,Victoria,,,,,,,,,,
Mar-77,,Victoria,,,,,,,,,,
Jun-77,,Victoria,,,,,,,,,,
Sep-77,,Victoria,,,,,,,,,,
Dec-77,,Victoria,,,,,,,,,,
Mar-78,,Victoria,,,,,,,,,,
Jun-78,,Victoria,,,,,,,,,,
Sep-78,,Victoria,,,,,,,,,,
Dec-78,,Victoria,,,,,,,,,,
Mar-79,,Victoria,,,,,,,,,,
Jun-79,,Victoria,,,,,,,,,,
Sep-79,,Victoria,,,,,,,,,,
Dec-79,,Victoria,,,,,,,,,,
Mar-80,,Victoria,,,,,,,,,,
Jun-80,,Victoria,,,,,,,,,,
Sep-80,,Victoria,,,,,,,,,,
Dec-80,,Victoria,,,,,,,,,,
Mar-81,,Victoria,,,,,,,,,,
Jun-81,,Victoria,,,,,,,,,,
Sep-81,,Victoria,,,,,,,,,,
Dec-81,,Victoria,,,,,,,,,,
Mar-82,,Victoria,,,,,,,,,,
Jun-82,,Victoria,,,,,,,,,,
Sep-82,,Victoria,,,,,,,,,,
Dec-82,,Victoria,,,,,,,,,,
Mar-83,,Victoria,,,,,,,,,,
Jun-83,,Victoria,,,,,,,,,,
Sep-83,,Victoria,,,,,,,,,,
Dec-83,,Victoria,,,,,,,,,,
Mar-84,,Victoria,,,,,,,,,,
Jun-84,,Victoria,,,,,,,,,,
Sep-84,,Victoria,,,,,,,,,,
Dec-84,,Victoria,,,,,,,,,,
Mar-85,,Victoria,,,,,,,,,,
Jun-85,,Victoria,,,,,,,,,,
Sep-85,,Victoria,,,,,,,,,,
Dec-85,,Victoria,,,,,,,,,,
Mar-86,,Victoria,,,,,,,,,,
Jun-86,,Victoria,,,,,,,,,,
Sep-86,,Victoria,,,,,,,,,,
Dec-86,,Victoria,,,,,,,,,,
Mar-87,,Victoria,,,,,,,,,,
Jun-87,,Victoria,,,,,,,,,,
Sep-87,,Victoria,,,,,,,,,,
Dec-87,,Victoria,,,,,,,,,,
Mar-88,,Victoria,,,,,,,,,,
Jun-88,,Victoria,,,,,,,,,,
Sep-88,5.1,Victoria,,,,,,,,,,
Dec-88,6.6,Victoria,,,,,,,,,,
Mar-89,4.1,Victoria,,,,,,,,,,
Jun-89,5.9,Victoria,,,,,,,,,,
Sep-89,5.2,Victoria,,,,,,,,,,
Dec-89,6.3,Victoria,,,,,,,,,,
Mar-90,4.9,Victoria,,,,,,,,,,
Jun-90,4.5,Victoria,,,,,,,,,,
Sep-90,3,Victoria,,,,,,,,,,
Dec-90,2.6,Victoria,,,,,,,,,,
Mar-91,2.7,Victoria,,,,,,,,,,
Jun-91,4.5,Victoria,,,,,,,,,,
Sep-91,2.7,Victoria,,,,,,,,,,
Dec-91,2.5,Victoria,,,,,,,,,,
Mar-92,3.7,Victoria,,,,,,,,,,
Jun-92,3.7,Victoria,,,,,,,,,,
Sep-92,3,Victoria,,,,,,,,,,
Dec-92,3.4,Victoria,,,,,,,,,,
Mar-93,2.8,Victoria,,,,,,,,,,
Jun-93,3,Victoria,,,,,,,,,,
Sep-93,3.5,Victoria,,,,,,,,,,
Dec-93,4.6,Victoria,,,,,,,,,,
Mar-94,6.3,Victoria,,,,,,,,,,
Jun-94,6.3,Victoria,,,,,,,,,,
Sep-94,6.7,Victoria,,,,,,,,,,
Dec-94,6.5,Victoria,,,,,,,,,,
Mar-95,9.3,Victoria,,,,,,,,,,
Jun-95,8.7,Victoria,,,,,,,,,,
Sep-95,8.2,Victoria,,,,,,,,,,
Dec-95,11.5,Victoria,,,,,,,,,,
Mar-96,10.1,Victoria,,,,,,,,,,
Jun-96,12.8,Victoria,,,,,,,,,,
Sep-96,14.9,Victoria,,,,,,,,,,
Dec-96,14.1,Victoria,,,,,,,,,,
Mar-97,9.6,Victoria,,,,,,,,,,
Jun-97,13.2,Victoria,,,,,,,,,,
Sep-97,9.5,Victoria,,,,,,,,,,
Dec-97,13.4,Victoria,,,,,,,,,,
Mar-98,10.6,Victoria,,,,,,,,,,
Jun-98,9.6,Victoria,,,,,,,,,,
Sep-98,9,Victoria,,,,,,,,,,
Dec-98,11,Victoria,,,,,,,,,,
Mar-99,10.3,Victoria,,,,,,,,,,
Jun-99,6.7,Victoria,,,,,,,,,,
Sep-99,8.2,Victoria,,,,,,,,,,
Dec-99,8.1,Victoria,,,,,,,,,,
Mar-00,7.5,Victoria,,,,,,,,,,
Jun-00,10,Victoria,,,,,,,,,,
Sep-00,8.6,Victoria,,,,,,,,,,
Dec-00,7.3,Victoria,,,,,,,,,,
Mar-01,8.4,Victoria,,,,,,,,,,
Jun-01,8.4,Victoria,,,,,,,,,,
Sep-01,7.2,Victoria,,,,,,,,,,
Dec-01,7.1,Victoria,,,,,,,,,,
Mar-02,8.4,Victoria,,,,,,,,,,
Jun-02,11.2,Victoria,,,,,,,,,,
Sep-02,10.7,Victoria,,,,,,,,,,
Dec-02,8.9,Victoria,,,,,,,,,,
Mar-03,12.1,Victoria,,,,,,,,,,
Jun-03,14.5,Victoria,,,,,,,,,,
Sep-03,12.9,Victoria,,,,,,,,,,
Dec-03,10.6,Victoria,,,,,,,,,,
Mar-04,17.4,Victoria,,,,,,,,,,
Jun-04,12.6,Victoria,,,,,,,,,,
Sep-04,14.5,Victoria,,,,,,,,,,
Dec-04,7.9,Victoria,,,,,,,,,,
Mar-05,13.8,Victoria,,,,,,,,,,
Jun-05,15.3,Victoria,,,,,,,,,,
Sep-05,15.7,Victoria,,,,,,,,,,
Dec-05,20.7,Victoria,,,,,,,,,,
Mar-06,17.8,Victoria,,,,,,,,,,
Jun-06,20,Victoria,,,,,,,,,,
Sep-06,22.3,Victoria,,,,,,,,,,
Dec-06,22.1,Victoria,,,,,,,,,,
Mar-07,16.9,Victoria,,,,,,,,,,
Jun-07,21.2,Victoria,,,,,,,,,,
Sep-07,17.7,Victoria,,,,,,,,,,
Dec-07,25.3,Victoria,,,,,,,,,,
Mar-08,23.6,Victoria,,,,,,,,,,
Jun-08,27.1,Victoria,,,,,,,,,,
Sep-08,22.4,Victoria,,,,,,,,,,
Dec-08,19.5,Victoria,,,,,,,,,,
Mar-09,10.3,Victoria,,,,,,,,,,
Jun-09,10,Victoria,,,,,,,,,,
Sep-09,15,Victoria,,,,,,,,,,
Dec-09,24,Victoria,,,,,,,,,,
Mar-10,24.2,Victoria,,,,,,,,,,
Jun-10,20.2,Victoria,,,,,,,,,,
Sep-10,12.4,Victoria,,,,,,,,,,
Dec-10,12.5,Victoria,,,,,,,,,,
Mar-11,13.1,Victoria,,,,,,,,,,
Jun-11,19.4,Victoria,,,,,,,,,,
Sep-11,19.4,Victoria,,,,,,,,,,
Dec-11,13.1,Victoria,,,,,,,,,,
Mar-12,13.2,Victoria,,,,,,,,,,
Jun-12,12.8,Victoria,,,,,,,,,,
Sep-12,10.2,Victoria,,,,,,,,,,
Dec-12,7.9,Victoria,,,,,,,,,,
Mar-13,10.9,Victoria,,,,,,,,,,
Jun-13,9.5,Victoria,,,,,,,,,,
Sep-13,7.8,Victoria,,,,,,,,,,
Dec-13,8.1,Victoria,,,,,,,,,,
Mar-14,7.9,Victoria,,,,,,,,,,
Jun-14,8.8,Victoria,,,,,,,,,,
Sep-14,5.6,Victoria,,,,,,,,,,
Dec-14,5.1,Victoria,,,,,,,,,,
Mar-15,5.8,Victoria,,,,,,,,,,
Jun-15,6.4,Victoria,,,,,,,,,,
Sep-15,6.4,Victoria,,,,,,,,,,
Dec-15,8.2,Victoria,,,,,,,,,,
Mar-16,6.2,Victoria,,,,,,,,,,
Jun-16,8.1,Victoria,,,,,,,,,,
